businessunit	facility	latitude	longitude	timezone	_machinecount	_atmcount	_servercount	_workstationcount	_ip_min	_ip_max	_ip_min_atms	_ip_max_atms	_ip_min_servers	_ip_max_servers	_ip_min_workstations	_ip_max_workstations
region-23	branch43	36.085754	-58.264442	-3	97	10	39	48	172.40.30.2	172.40.32.11	172.40.32.2	172.40.32.11	172.40.30.2	172.40.30.40	172.40.31.2	172.40.31.49
region-23	branch44	37.834007	-61.13432	-4	99	9	39	51	172.40.33.2	172.40.35.10	172.40.35.2	172.40.35.10	172.40.33.2	172.40.33.40	172.40.34.2	172.40.34.52
region-23	branch45	44.043922	-60.1978	-4	99	10	39	50	172.40.36.2	172.40.38.11	172.40.38.2	172.40.38.11	172.40.36.2	172.40.36.40	172.40.37.2	172.40.37.51
region-23	branch46	38.519764	-64.49261	-4	97	9	39	49	172.40.39.2	172.40.41.10	172.40.41.2	172.40.41.10	172.40.39.2	172.40.39.40	172.40.40.2	172.40.40.50
region-23	branch47	43.050655	-62.2549	-4	100	10	40	50	172.40.42.2	172.40.44.11	172.40.44.2	172.40.44.11	172.40.42.2	172.40.42.41	172.40.43.2	172.40.43.51
region-23	branch48	35.702362	-66.10665	-4	96	9	39	48	172.40.45.2	172.40.47.10	172.40.47.2	172.40.47.10	172.40.45.2	172.40.45.40	172.40.46.2	172.40.46.49
region-23	branch49	36.528908	-66.567986	-4	98	9	40	49	172.40.48.2	172.40.50.10	172.40.50.2	172.40.50.10	172.40.48.2	172.40.48.41	172.40.49.2	172.40.49.50
region-23	branch50	38.802193	-66.74494	-4	99	10	40	49	172.40.51.2	172.40.53.11	172.40.53.2	172.40.53.11	172.40.51.2	172.40.51.41	172.40.52.2	172.40.52.50
region-24	branch1	37.199997	-53.83238	-3	95	9	38	48	172.40.54.2	172.40.56.10	172.40.56.2	172.40.56.10	172.40.54.2	172.40.54.39	172.40.55.2	172.40.55.49
region-25	branch25	34.5332	-49.32909	-3	100	10	40	50	172.41.22.2	172.41.24.11	172.41.24.2	172.41.24.11	172.41.22.2	172.41.22.41	172.41.23.2	172.41.23.51
region-25	branch26	34.656506	-51.39296	-3	99	10	38	51	172.41.25.2	172.41.27.11	172.41.27.2	172.41.27.11	172.41.25.2	172.41.25.39	172.41.26.2	172.41.26.52
region-28	branch12	8.992621	-63.85534	-4	100	10	39	51	172.42.179.2	172.42.181.11	172.42.181.2	172.42.181.11	172.42.179.2	172.42.179.40	172.42.180.2	172.42.180.52
region-28	branch13	16.26436	-62.813744	-4	99	10	39	50	172.42.182.2	172.42.184.11	172.42.184.2	172.42.184.11	172.42.182.2	172.42.182.40	172.42.183.2	172.42.183.51
region-30	branch6	-0.9001197	-97.65355	-6	99	10	40	49	172.43.207.2	172.43.209.11	172.43.209.2	172.43.209.11	172.43.207.2	172.43.207.41	172.43.208.2	172.43.208.50
region-30	branch7	-4.4447145	-98.58839	-6	101	10	40	51	172.43.210.2	172.43.212.11	172.43.212.2	172.43.212.11	172.43.210.2	172.43.210.41	172.43.211.2	172.43.211.52
region-30	branch8	-0.73010296	-99.462074	-6	98	9	40	49	172.43.213.2	172.43.215.10	172.43.215.2	172.43.215.10	172.43.213.2	172.43.213.41	172.43.214.2	172.43.214.50
region-31	branch49	-16.250483	-112.438	-7	97	9	38	50	172.44.232.2	172.44.234.10	172.44.234.2	172.44.234.10	172.44.232.2	172.44.232.39	172.44.233.2	172.44.233.51
region-31	branch50	-15.846652	-114.80348	-7	101	10	41	50	172.44.235.2	172.44.237.11	172.44.237.2	172.44.237.11	172.44.235.2	172.44.235.42	172.44.236.2	172.44.236.51
region-33	branch45	4.8760843	-132.18718	-8	98	10	38	50	172.46.12.2	172.46.14.11	172.46.14.2	172.46.14.11	172.46.12.2	172.46.12.39	172.46.13.2	172.46.13.51
region-33	branch46	4.017258	-133.50076	-8	101	10	40	51	172.46.15.2	172.46.17.11	172.46.17.2	172.46.17.11	172.46.15.2	172.46.15.41	172.46.16.2	172.46.16.52
region-33	branch47	4.8164625	-133.58316	-8	99	9	41	49	172.46.18.2	172.46.20.10	172.46.20.2	172.46.20.10	172.46.18.2	172.46.18.42	172.46.19.2	172.46.19.50
region-33	branch48	5.873072	-132.83481	-8	100	10	40	50	172.46.21.2	172.46.23.11	172.46.23.2	172.46.23.11	172.46.21.2	172.46.21.41	172.46.22.2	172.46.22.51
region-33	branch49	5.5202274	-132.88431	-8	97	9	38	50	172.46.24.2	172.46.26.10	172.46.26.2	172.46.26.10	172.46.24.2	172.46.24.39	172.46.25.2	172.46.25.51
region-33	branch50	4.5714593	-133.58301	-8	95	9	38	48	172.46.27.2	172.46.29.10	172.46.29.2	172.46.29.10	172.46.27.2	172.46.27.39	172.46.28.2	172.46.28.49
region-34	branch1	13.260908	-149.33702	-9	98	9	40	49	172.46.30.2	172.46.32.10	172.46.32.2	172.46.32.10	172.46.30.2	172.46.30.41	172.46.31.2	172.46.31.50
region-34	branch2	0.57528484	-150.97978	-10	99	9	41	49	172.46.33.2	172.46.35.10	172.46.35.2	172.46.35.10	172.46.33.2	172.46.33.42	172.46.34.2	172.46.34.50
region-34	branch3	1.2495887	-149.13522	-9	97	10	38	49	172.46.36.2	172.46.38.11	172.46.38.2	172.46.38.11	172.46.36.2	172.46.36.39	172.46.37.2	172.46.37.50
region-34	branch4	4.7595043	-149.45747	-9	96	10	38	48	172.46.39.2	172.46.41.11	172.46.41.2	172.46.41.11	172.46.39.2	172.46.39.39	172.46.40.2	172.46.40.49
region-34	branch5	13.299193	-150.16814	-10	99	9	41	49	172.46.42.2	172.46.44.10	172.46.44.2	172.46.44.10	172.46.42.2	172.46.42.42	172.46.43.2	172.46.43.50
region-34	branch6	6.464934	-150.1074	-10	98	9	38	51	172.46.45.2	172.46.47.10	172.46.47.2	172.46.47.10	172.46.45.2	172.46.45.39	172.46.46.2	172.46.46.52
region-34	branch7	14.622308	-149.24231	-9	99	9	39	51	172.46.48.2	172.46.50.10	172.46.50.2	172.46.50.10	172.46.48.2	172.46.48.40	172.46.49.2	172.46.49.52
region-2	branch23	27.73293	-148.58307	-9	99	9	41	49	172.11.136.2	172.11.138.10	172.11.138.2	172.11.138.10	172.11.136.2	172.11.136.42	172.11.137.2	172.11.137.50
region-2	branch24	29.17587	-144.9167	-9	100	10	41	49	172.11.139.2	172.11.141.11	172.11.141.2	172.11.141.11	172.11.139.2	172.11.139.42	172.11.140.2	172.11.140.50
region-2	branch25	26.038017	-150.9593	-10	95	9	38	48	172.11.142.2	172.11.144.10	172.11.144.2	172.11.144.10	172.11.142.2	172.11.142.39	172.11.143.2	172.11.143.49
region-2	branch26	20.780457	-150.96335	-10	101	10	41	50	172.11.145.2	172.11.147.11	172.11.147.2	172.11.147.11	172.11.145.2	172.11.145.42	172.11.146.2	172.11.146.51
region-2	branch27	19.619364	-146.27722	-9	100	9	40	51	172.11.148.2	172.11.150.10	172.11.150.2	172.11.150.10	172.11.148.2	172.11.148.41	172.11.149.2	172.11.149.52
region-2	branch28	23.2891	-142.19388	-9	97	9	40	48	172.11.151.2	172.11.153.10	172.11.153.2	172.11.153.10	172.11.151.2	172.11.151.41	172.11.152.2	172.11.152.49
region-2	branch29	19.293734	-153.74246	-10	97	9	39	49	172.11.154.2	172.11.156.10	172.11.156.2	172.11.156.10	172.11.154.2	172.11.154.40	172.11.155.2	172.11.155.50
region-2	branch30	18.27918	-154.11662	-10	98	9	41	48	172.11.157.2	172.11.159.10	172.11.159.2	172.11.159.10	172.11.157.2	172.11.157.42	172.11.158.2	172.11.158.49
region-2	branch31	21.837303	-144.42232	-9	101	10	40	51	172.11.160.2	172.11.162.11	172.11.162.2	172.11.162.11	172.11.160.2	172.11.160.41	172.11.161.2	172.11.161.52
region-2	branch32	17.84644	-143.61841	-9	100	10	41	49	172.11.163.2	172.11.165.11	172.11.165.2	172.11.165.11	172.11.163.2	172.11.163.42	172.11.164.2	172.11.164.50
region-2	branch33	23.566368	-154.97371	-10	98	9	38	51	172.11.166.2	172.11.168.10	172.11.168.2	172.11.168.10	172.11.166.2	172.11.166.39	172.11.167.2	172.11.167.52
region-2	branch34	19.756067	-146.303	-9	99	10	41	48	172.11.169.2	172.11.171.11	172.11.171.2	172.11.171.11	172.11.169.2	172.11.169.42	172.11.170.2	172.11.170.49
region-2	branch35	17.51288	-153.82442	-10	98	10	39	49	172.11.172.2	172.11.174.11	172.11.174.2	172.11.174.11	172.11.172.2	172.11.172.40	172.11.173.2	172.11.173.50
region-2	branch36	22.793259	-142.5232	-9	96	9	39	48	172.11.175.2	172.11.177.10	172.11.177.2	172.11.177.10	172.11.175.2	172.11.175.40	172.11.176.2	172.11.176.49
region-2	branch37	31.563316	-150.6586	-10	96	9	38	49	172.11.178.2	172.11.180.10	172.11.180.2	172.11.180.10	172.11.178.2	172.11.178.39	172.11.179.2	172.11.179.50
region-2	branch38	21.410961	-153.92838	-10	98	10	40	48	172.11.181.2	172.11.183.11	172.11.183.2	172.11.183.11	172.11.181.2	172.11.181.41	172.11.182.2	172.11.182.49
region-38	branch10	2.269922	-92.920616	-6	100	9	41	50	172.48.149.2	172.48.151.10	172.48.151.2	172.48.151.10	172.48.149.2	172.48.149.42	172.48.150.2	172.48.150.51
region-38	branch11	5.1125984	-93.37659	-6	99	9	41	49	172.48.152.2	172.48.154.10	172.48.154.2	172.48.154.10	172.48.152.2	172.48.152.42	172.48.153.2	172.48.153.50
region-38	branch12	-0.17837262	-87.48193	-5	98	9	40	49	172.48.155.2	172.48.157.10	172.48.157.2	172.48.157.10	172.48.155.2	172.48.155.41	172.48.156.2	172.48.156.50
region-38	branch13	1.9891728	-88.54487	-5	97	9	40	48	172.48.158.2	172.48.160.10	172.48.160.2	172.48.160.10	172.48.158.2	172.48.158.41	172.48.159.2	172.48.159.49
region-38	branch14	10.34407	-89.53288	-5	98	9	40	49	172.48.161.2	172.48.163.10	172.48.163.2	172.48.163.10	172.48.161.2	172.48.161.41	172.48.162.2	172.48.162.50
region-38	branch15	3.773359	-83.55361	-5	99	9	41	49	172.48.164.2	172.48.166.10	172.48.166.2	172.48.166.10	172.48.164.2	172.48.164.42	172.48.165.2	172.48.165.50
region-38	branch16	3.6055567	-93.928	-6	95	9	38	48	172.48.167.2	172.48.169.10	172.48.169.2	172.48.169.10	172.48.167.2	172.48.167.39	172.48.168.2	172.48.168.49
region-38	branch17	-0.01573587	-88.49835	-5	99	9	41	49	172.48.170.2	172.48.172.10	172.48.172.2	172.48.172.10	172.48.170.2	172.48.170.42	172.48.171.2	172.48.171.50
region-38	branch18	0.27837256	-82.66348	-5	100	9	40	51	172.48.173.2	172.48.175.10	172.48.175.2	172.48.175.10	172.48.173.2	172.48.173.41	172.48.174.2	172.48.174.52
region-38	branch19	-0.07934581	-90.04849	-6	98	9	39	50	172.48.176.2	172.48.178.10	172.48.178.2	172.48.178.10	172.48.176.2	172.48.176.40	172.48.177.2	172.48.177.51
region-38	branch20	8.978934	-91.84887	-6	101	10	40	51	172.48.179.2	172.48.181.11	172.48.181.2	172.48.181.11	172.48.179.2	172.48.179.41	172.48.180.2	172.48.180.52
region-38	branch21	-2.730063	-86.79339	-5	97	9	38	50	172.48.182.2	172.48.184.10	172.48.184.2	172.48.184.10	172.48.182.2	172.48.182.39	172.48.183.2	172.48.183.51
region-38	branch22	10.579854	-86.81138	-5	97	10	38	49	172.48.185.2	172.48.187.11	172.48.187.2	172.48.187.11	172.48.185.2	172.48.185.39	172.48.186.2	172.48.186.50
region-38	branch23	7.6343403	-87.2361	-5	98	9	39	50	172.48.188.2	172.48.190.10	172.48.190.2	172.48.190.10	172.48.188.2	172.48.188.40	172.48.189.2	172.48.189.51
region-38	branch24	-2.3495646	-84.502144	-5	99	9	39	51	172.48.191.2	172.48.193.10	172.48.193.2	172.48.193.10	172.48.191.2	172.48.191.40	172.48.192.2	172.48.192.52
region-38	branch25	9.863642	-84.48407	-5	97	9	39	49	172.48.194.2	172.48.196.10	172.48.196.2	172.48.196.10	172.48.194.2	172.48.194.40	172.48.195.2	172.48.195.50
region-38	branch26	12.840985	-80.96157	-5	100	9	41	50	172.48.197.2	172.48.199.10	172.48.199.2	172.48.199.10	172.48.197.2	172.48.197.42	172.48.198.2	172.48.198.51
region-38	branch27	12.462384	-91.1799	-6	98	9	39	50	172.48.200.2	172.48.202.10	172.48.202.2	172.48.202.10	172.48.200.2	172.48.200.40	172.48.201.2	172.48.201.51
region-38	branch28	-2.1449971	-92.50131	-6	97	9	38	50	172.48.203.2	172.48.205.10	172.48.205.2	172.48.205.10	172.48.203.2	172.48.203.39	172.48.204.2	172.48.204.51
region-38	branch29	5.38843	-81.0222	-5	97	9	40	48	172.48.206.2	172.48.208.10	172.48.208.2	172.48.208.10	172.48.206.2	172.48.206.41	172.48.207.2	172.48.207.49
region-38	branch30	3.560049	-90.47321	-6	98	9	40	49	172.48.209.2	172.48.211.10	172.48.211.2	172.48.211.10	172.48.209.2	172.48.209.41	172.48.210.2	172.48.210.50
region-38	branch31	4.9968176	-91.34552	-6	97	9	39	49	172.48.212.2	172.48.214.10	172.48.214.2	172.48.214.10	172.48.212.2	172.48.212.40	172.48.213.2	172.48.213.50
region-38	branch32	-3.456908	-83.02117	-5	100	9	40	51	172.48.215.2	172.48.217.10	172.48.217.2	172.48.217.10	172.48.215.2	172.48.215.41	172.48.216.2	172.48.216.52
region-38	branch33	9.358167	-86.660095	-5	98	9	38	51	172.48.218.2	172.48.220.10	172.48.220.2	172.48.220.10	172.48.218.2	172.48.218.39	172.48.219.2	172.48.219.52
region-38	branch34	5.2645187	-85.04947	-5	98	10	38	50	172.48.221.2	172.48.223.11	172.48.223.2	172.48.223.11	172.48.221.2	172.48.221.39	172.48.222.2	172.48.222.51
region-38	branch35	1.3855145	-83.79626	-5	97	10	39	48	172.48.224.2	172.48.226.11	172.48.226.2	172.48.226.11	172.48.224.2	172.48.224.40	172.48.225.2	172.48.225.49
region-38	branch36	6.91086	-81.79185	-5	98	9	38	51	172.48.227.2	172.48.229.10	172.48.229.2	172.48.229.10	172.48.227.2	172.48.227.39	172.48.228.2	172.48.228.52
region-38	branch37	5.464573	-93.35491	-6	99	9	39	51	172.48.230.2	172.48.232.10	172.48.232.2	172.48.232.10	172.48.230.2	172.48.230.40	172.48.231.2	172.48.231.52
region-2	branch39	23.876902	-143.14674	-9	97	10	39	48	172.11.184.2	172.11.186.11	172.11.186.2	172.11.186.11	172.11.184.2	172.11.184.40	172.11.185.2	172.11.185.49
region-2	branch40	28.695614	-148.10922	-9	98	10	38	50	172.11.187.2	172.11.189.11	172.11.189.2	172.11.189.11	172.11.187.2	172.11.187.39	172.11.188.2	172.11.188.51
region-2	branch41	18.113802	-151.04271	-10	99	10	38	51	172.11.190.2	172.11.192.11	172.11.192.2	172.11.192.11	172.11.190.2	172.11.190.39	172.11.191.2	172.11.191.52
region-2	branch42	21.247238	-152.27654	-10	98	9	39	50	172.11.193.2	172.11.195.10	172.11.195.2	172.11.195.10	172.11.193.2	172.11.193.40	172.11.194.2	172.11.194.51
region-2	branch43	27.328009	-145.04677	-9	96	10	38	48	172.11.196.2	172.11.198.11	172.11.198.2	172.11.198.11	172.11.196.2	172.11.196.39	172.11.197.2	172.11.197.49
region-2	branch44	18.142553	-148.85875	-9	98	10	39	49	172.11.199.2	172.11.201.11	172.11.201.2	172.11.201.11	172.11.199.2	172.11.199.40	172.11.200.2	172.11.200.50
region-2	branch45	21.600735	-151.20383	-10	98	10	40	48	172.11.202.2	172.11.204.11	172.11.204.2	172.11.204.11	172.11.202.2	172.11.202.41	172.11.203.2	172.11.203.49
region-2	branch46	28.411188	-148.44514	-9	98	10	38	50	172.11.205.2	172.11.207.11	172.11.207.2	172.11.207.11	172.11.205.2	172.11.205.39	172.11.206.2	172.11.206.51
region-2	branch47	28.654552	-147.06996	-9	101	9	41	51	172.11.208.2	172.11.210.10	172.11.210.2	172.11.210.10	172.11.208.2	172.11.208.42	172.11.209.2	172.11.209.52
region-2	branch48	23.164106	-149.63742	-9	96	9	38	49	172.11.211.2	172.11.213.10	172.11.213.2	172.11.213.10	172.11.211.2	172.11.211.39	172.11.212.2	172.11.212.50
region-2	branch49	24.007668	-150.43762	-10	97	9	38	50	172.11.214.2	172.11.216.10	172.11.216.2	172.11.216.10	172.11.214.2	172.11.214.39	172.11.215.2	172.11.215.51
region-2	branch50	17.385405	-153.1015	-10	96	9	39	48	172.11.217.2	172.11.219.10	172.11.219.2	172.11.219.10	172.11.217.2	172.11.217.40	172.11.218.2	172.11.218.49
region-2	branch51	29.625326	-145.06174	-9	97	9	40	48	172.11.220.2	172.11.222.10	172.11.222.2	172.11.222.10	172.11.220.2	172.11.220.41	172.11.221.2	172.11.221.49
region-2	branch52	29.4822	-152.43501	-10	102	10	41	51	172.11.223.2	172.11.225.11	172.11.225.2	172.11.225.11	172.11.223.2	172.11.223.42	172.11.224.2	172.11.224.52
region-2	branch53	28.307802	-154.57372	-10	102	10	41	51	172.11.226.2	172.11.228.11	172.11.228.2	172.11.228.11	172.11.226.2	172.11.226.42	172.11.227.2	172.11.227.52
region-2	branch54	20.238544	-143.38281	-9	99	10	41	48	172.11.229.2	172.11.231.11	172.11.231.2	172.11.231.11	172.11.229.2	172.11.229.42	172.11.230.2	172.11.230.49
region-11	branch1	50.68516	-138.47736	-9	100	10	39	51	172.32.136.2	172.32.138.11	172.32.138.2	172.32.138.11	172.32.136.2	172.32.136.40	172.32.137.2	172.32.137.52
region-11	branch2	53.01902	-134.76627	-8	101	10	40	51	172.32.139.2	172.32.141.11	172.32.141.2	172.32.141.11	172.32.139.2	172.32.139.41	172.32.140.2	172.32.140.52
region-11	branch3	54.97604	-136.0307	-9	99	10	39	50	172.32.142.2	172.32.144.11	172.32.144.2	172.32.144.11	172.32.142.2	172.32.142.40	172.32.143.2	172.32.143.51
region-11	branch4	54.435596	-135.8549	-9	98	10	40	48	172.32.145.2	172.32.147.11	172.32.147.2	172.32.147.11	172.32.145.2	172.32.145.41	172.32.146.2	172.32.146.49
region-11	branch5	51.615063	-137.58725	-9	100	10	40	50	172.32.148.2	172.32.150.11	172.32.150.2	172.32.150.11	172.32.148.2	172.32.148.41	172.32.149.2	172.32.149.51
region-11	branch6	53.27394	-134.31049	-8	100	9	41	50	172.32.151.2	172.32.153.10	172.32.153.2	172.32.153.10	172.32.151.2	172.32.151.42	172.32.152.2	172.32.152.51
region-11	branch7	51.826866	-137.4282	-9	98	10	39	49	172.32.154.2	172.32.156.11	172.32.156.2	172.32.156.11	172.32.154.2	172.32.154.40	172.32.155.2	172.32.155.50
region-11	branch8	53.125618	-140.20251	-9	101	10	40	51	172.32.157.2	172.32.159.11	172.32.159.2	172.32.159.11	172.32.157.2	172.32.157.41	172.32.158.2	172.32.158.52
region-11	branch9	52.03101	-139.36563	-9	98	9	39	50	172.32.160.2	172.32.162.10	172.32.162.2	172.32.162.10	172.32.160.2	172.32.160.40	172.32.161.2	172.32.161.51
region-11	branch10	53.899265	-135.60161	-9	101	10	41	50	172.32.163.2	172.32.165.11	172.32.165.2	172.32.165.11	172.32.163.2	172.32.163.42	172.32.164.2	172.32.164.51
region-11	branch11	54.757603	-140.89899	-9	95	9	38	48	172.32.166.2	172.32.168.10	172.32.168.2	172.32.168.10	172.32.166.2	172.32.166.39	172.32.167.2	172.32.167.49
region-11	branch12	51.028637	-136.70042	-9	98	10	38	50	172.32.169.2	172.32.171.11	172.32.171.2	172.32.171.11	172.32.169.2	172.32.169.39	172.32.170.2	172.32.170.51
region-11	branch15	50.574036	-140.9268	-9	98	9	41	48	172.32.178.2	172.32.180.10	172.32.180.2	172.32.180.10	172.32.178.2	172.32.178.42	172.32.179.2	172.32.179.49
region-11	branch16	53.155823	-140.19731	-9	102	10	41	51	172.32.181.2	172.32.183.11	172.32.183.2	172.32.183.11	172.32.181.2	172.32.181.42	172.32.182.2	172.32.182.52
region-11	branch17	54.79066	-139.94556	-9	101	10	41	50	172.32.184.2	172.32.186.11	172.32.186.2	172.32.186.11	172.32.184.2	172.32.184.42	172.32.185.2	172.32.185.51
region-11	branch18	50.90857	-141.17438	-9	96	9	39	48	172.32.187.2	172.32.189.10	172.32.189.2	172.32.189.10	172.32.187.2	172.32.187.40	172.32.188.2	172.32.188.49
region-11	branch19	53.136036	-141.50293	-9	97	9	38	50	172.32.190.2	172.32.192.10	172.32.192.2	172.32.192.10	172.32.190.2	172.32.190.39	172.32.191.2	172.32.191.51
region-11	branch20	50.63313	-139.21817	-9	99	9	39	51	172.32.193.2	172.32.195.10	172.32.195.2	172.32.195.10	172.32.193.2	172.32.193.40	172.32.194.2	172.32.194.52
region-11	branch21	51.077248	-139.38354	-9	98	10	38	50	172.32.196.2	172.32.198.11	172.32.198.2	172.32.198.11	172.32.196.2	172.32.196.39	172.32.197.2	172.32.197.51
region-11	branch22	53.255196	-142.24336	-9	98	9	40	49	172.32.199.2	172.32.201.10	172.32.201.2	172.32.201.10	172.32.199.2	172.32.199.41	172.32.200.2	172.32.200.50
region-11	branch23	51.485764	-140.74031	-9	100	10	39	51	172.32.202.2	172.32.204.11	172.32.204.2	172.32.204.11	172.32.202.2	172.32.202.40	172.32.203.2	172.32.203.52
region-11	branch24	50.048416	-141.20564	-9	97	9	40	48	172.32.205.2	172.32.207.10	172.32.207.2	172.32.207.10	172.32.205.2	172.32.205.41	172.32.206.2	172.32.206.49
region-11	branch25	53.587097	-138.73615	-9	98	9	40	49	172.32.208.2	172.32.210.10	172.32.210.2	172.32.210.10	172.32.208.2	172.32.208.41	172.32.209.2	172.32.209.50
region-11	branch26	54.76106	-137.03384	-9	98	10	40	48	172.32.211.2	172.32.213.11	172.32.213.2	172.32.213.11	172.32.211.2	172.32.211.41	172.32.212.2	172.32.212.49
region-11	branch27	50.451653	-142.9506	-9	97	9	39	49	172.32.214.2	172.32.216.10	172.32.216.2	172.32.216.10	172.32.214.2	172.32.214.40	172.32.215.2	172.32.215.50
region-11	branch28	52.677513	-138.58698	-9	99	10	41	48	172.32.217.2	172.32.219.11	172.32.219.2	172.32.219.11	172.32.217.2	172.32.217.42	172.32.218.2	172.32.218.49
region-11	branch29	50.83114	-140.78297	-9	100	9	41	50	172.32.220.2	172.32.222.10	172.32.222.2	172.32.222.10	172.32.220.2	172.32.220.42	172.32.221.2	172.32.221.51
region-11	branch30	52.40868	-137.4905	-9	95	9	38	48	172.32.223.2	172.32.225.10	172.32.225.2	172.32.225.10	172.32.223.2	172.32.223.39	172.32.224.2	172.32.224.49
region-11	branch31	52.88973	-140.91498	-9	99	9	40	50	172.32.226.2	172.32.228.10	172.32.228.2	172.32.228.10	172.32.226.2	172.32.226.41	172.32.227.2	172.32.227.51
region-11	branch32	54.00307	-138.08408	-9	98	10	40	48	172.32.229.2	172.32.231.11	172.32.231.2	172.32.231.11	172.32.229.2	172.32.229.41	172.32.230.2	172.32.230.49
region-11	branch33	51.96302	-134.57057	-8	99	9	41	49	172.32.232.2	172.32.234.10	172.32.234.2	172.32.234.10	172.32.232.2	172.32.232.42	172.32.233.2	172.32.233.50
region-11	branch34	53.348446	-137.43478	-9	98	9	39	50	172.32.235.2	172.32.237.10	172.32.237.2	172.32.237.10	172.32.235.2	172.32.235.40	172.32.236.2	172.32.236.51
region-11	branch35	54.24609	-134.8288	-8	97	10	38	49	172.32.238.2	172.32.240.11	172.32.240.2	172.32.240.11	172.32.238.2	172.32.238.39	172.32.239.2	172.32.239.50
region-11	branch36	54.444714	-141.4351	-9	97	9	40	48	172.32.241.2	172.32.243.10	172.32.243.2	172.32.243.10	172.32.241.2	172.32.241.41	172.32.242.2	172.32.242.49
region-11	branch37	54.979427	-140.6088	-9	97	10	39	48	172.32.244.2	172.32.246.11	172.32.246.2	172.32.246.11	172.32.244.2	172.32.244.40	172.32.245.2	172.32.245.49
region-11	branch38	53.711285	-139.4144	-9	100	10	39	51	172.32.247.2	172.32.249.11	172.32.249.2	172.32.249.11	172.32.247.2	172.32.247.40	172.32.248.2	172.32.248.52
region-11	branch39	54.843693	-135.15079	-9	99	10	41	48	172.32.250.2	172.32.252.11	172.32.252.2	172.32.252.11	172.32.250.2	172.32.250.42	172.32.251.2	172.32.251.49
region-11	branch40	51.326168	-134.44516	-8	100	10	39	51	172.32.253.2	172.33.1.11	172.33.1.2	172.33.1.11	172.32.253.2	172.32.253.40	172.32.254.2	172.32.254.52
region-11	branch41	52.063683	-141.86801	-9	96	9	38	49	172.33.2.2	172.33.4.10	172.33.4.2	172.33.4.10	172.33.2.2	172.33.2.39	172.33.3.2	172.33.3.50
region-11	branch42	51.33403	-137.62236	-9	99	9	39	51	172.33.5.2	172.33.7.10	172.33.7.2	172.33.7.10	172.33.5.2	172.33.5.40	172.33.6.2	172.33.6.52
region-11	branch43	54.492928	-139.33717	-9	101	10	41	50	172.33.8.2	172.33.10.11	172.33.10.2	172.33.10.11	172.33.8.2	172.33.8.42	172.33.9.2	172.33.9.51
region-11	branch44	50.351345	-139.03441	-9	101	10	40	51	172.33.11.2	172.33.13.11	172.33.13.2	172.33.13.11	172.33.11.2	172.33.11.41	172.33.12.2	172.33.12.52
region-11	branch45	50.434578	-136.93272	-9	100	9	40	51	172.33.14.2	172.33.16.10	172.33.16.2	172.33.16.10	172.33.14.2	172.33.14.41	172.33.15.2	172.33.15.52
region-11	branch46	53.76947	-141.92851	-9	95	9	38	48	172.33.17.2	172.33.19.10	172.33.19.2	172.33.19.10	172.33.17.2	172.33.17.39	172.33.18.2	172.33.18.49
region-11	branch47	52.506603	-142.1913	-9	101	9	41	51	172.33.20.2	172.33.22.10	172.33.22.2	172.33.22.10	172.33.20.2	172.33.20.42	172.33.21.2	172.33.21.52
region-11	branch48	52.104496	-137.70123	-9	98	10	40	48	172.33.23.2	172.33.25.11	172.33.25.2	172.33.25.11	172.33.23.2	172.33.23.41	172.33.24.2	172.33.24.49
region-1	branch152	45.450455	-133.62851	-8	95	9	38	48	172.10.177.2	172.10.179.10	172.10.179.2	172.10.179.10	172.10.177.2	172.10.177.39	172.10.178.2	172.10.178.49
region-1	branch153	46.06853	-141.72156	-9	98	9	41	48	172.10.180.2	172.10.182.10	172.10.182.2	172.10.182.10	172.10.180.2	172.10.180.42	172.10.181.2	172.10.181.49
region-1	branch154	40.315186	-137.6675	-9	101	10	40	51	172.10.183.2	172.10.185.11	172.10.185.2	172.10.185.11	172.10.183.2	172.10.183.41	172.10.184.2	172.10.184.52
region-1	branch155	39.836952	-139.5853	-9	101	10	40	51	172.10.186.2	172.10.188.11	172.10.188.2	172.10.188.11	172.10.186.2	172.10.186.41	172.10.187.2	172.10.187.52
region-1	branch156	36.10588	-132.53093	-8	98	10	40	48	172.10.189.2	172.10.191.11	172.10.191.2	172.10.191.11	172.10.189.2	172.10.189.41	172.10.190.2	172.10.190.49
region-1	branch157	37.443443	-137.69528	-9	98	9	39	50	172.10.192.2	172.10.194.10	172.10.194.2	172.10.194.10	172.10.192.2	172.10.192.40	172.10.193.2	172.10.193.51
region-34	branch8	5.529762	-149.33958	-9	101	9	41	51	172.46.51.2	172.46.53.10	172.46.53.2	172.46.53.10	172.46.51.2	172.46.51.42	172.46.52.2	172.46.52.52
region-34	branch9	4.8310285	-150.77072	-10	100	10	40	50	172.46.54.2	172.46.56.11	172.46.56.2	172.46.56.11	172.46.54.2	172.46.54.41	172.46.55.2	172.46.55.51
region-34	branch10	1.6408741	-149.88173	-9	101	9	41	51	172.46.57.2	172.46.59.10	172.46.59.2	172.46.59.10	172.46.57.2	172.46.57.42	172.46.58.2	172.46.58.52
region-34	branch11	12.857144	-149.29707	-9	96	9	39	48	172.46.60.2	172.46.62.10	172.46.62.2	172.46.62.10	172.46.60.2	172.46.60.40	172.46.61.2	172.46.61.49
